DateKey,Date,Year,Quarter,Month,MonthName,MonthYear,Week,Day,DayOfWeek,IsWeekend,FiscalYear,Season,IsFestivalWindow
20220924,2022-09-24,2022,3,9,Sep,Sep-2022,38,24,Saturday,True,FY23,Monsoon,False
20220925,2022-09-25,2022,3,9,Sep,Sep-2022,38,25,Sunday,True,FY23,Monsoon,False
20220926,2022-09-26,2022,3,9,Sep,Sep-2022,39,26,Monday,False,FY23,Monsoon,True
20220927,2022-09-27,2022,3,9,Sep,Sep-2022,39,27,Tuesday,False,FY23,Monsoon,True
20220928,2022-09-28,2022,3,9,Sep,Sep-2022,39,28,Wednesday,False,FY23,Monsoon,True
20220929,2022-09-29,2022,3,9,Sep,Sep-2022,39,29,Thursday,False,FY23,Monsoon,True
20220930,2022-09-30,2022,3,9,Sep,Sep-2022,39,30,Friday,False,FY23,Monsoon,True
20221001,2022-10-01,2022,4,10,Oct,Oct-2022,39,1,Saturday,True,FY23,Autumn,True
20221002,2022-10-02,2022,4,10,Oct,Oct-2022,39,2,Sunday,True,FY23,Autumn,True
20221003,2022-10-03,2022,4,10,Oct,Oct-2022,40,3,Monday,False,FY23,Autumn,True
20221004,2022-10-04,2022,4,10,Oct,Oct-2022,40,4,Tuesday,False,FY23,Autumn,True
20221005,2022-10-05,2022,4,10,Oct,Oct-2022,40,5,Wednesday,False,FY23,Autumn,True
20221006,2022-10-06,2022,4,10,Oct,Oct-2022,40,6,Thursday,False,FY23,Autumn,False
20221007,2022-10-07,2022,4,10,Oct,Oct-2022,40,7,Friday,False,FY23,Autumn,False
20221008,2022-10-08,2022,4,10,Oct,Oct-2022,40,8,Saturday,True,FY23,Autumn,False
20221009,2022-10-09,2022,4,10,Oct,Oct-2022,40,9,Sunday,True,FY23,Autumn,False
20221010,2022-10-10,2022,4,10,Oct,Oct-2022,41,10,Monday,False,FY23,Autumn,False
20221011,2022-10-11,2022,4,10,Oct,Oct-2022,41,11,Tuesday,False,FY23,Autumn,False
20221012,2022-10-12,2022,4,10,Oct,Oct-2022,41,12,Wednesday,False,FY23,Autumn,False
20221013,2022-10-13,2022,4,10,Oct,Oct-2022,41,13,Thursday,False,FY23,Autumn,False
20221014,2022-10-14,2022,4,10,Oct,Oct-2022,41,14,Friday,False,FY23,Autumn,True
20221015,2022-10-15,2022,4,10,Oct,Oct-2022,41,15,Saturday,True,FY23,Autumn,True
20221016,2022-10-16,2022,4,10,Oct,Oct-2022,41,16,Sunday,True,FY23,Autumn,True
20221017,2022-10-17,2022,4,10,Oct,Oct-2022,42,17,Monday,False,FY23,Autumn,True
20221018,2022-10-18,2022,4,10,Oct,Oct-2022,42,18,Tuesday,False,FY23,Autumn,True
20221019,2022-10-19,2022,4,10,Oct,Oct-2022,42,19,Wednesday,False,FY23,Autumn,True
20221020,2022-10-20,2022,4,10,Oct,Oct-2022,42,20,Thursday,False,FY23,Autumn,True
20221021,2022-10-21,2022,4,10,Oct,Oct-2022,42,21,Friday,False,FY23,Autumn,True
20221022,2022-10-22,2022,4,10,Oct,Oct-2022,42,22,Saturday,True,FY23,Autumn,True
20221023,2022-10-23,2022,4,10,Oct,Oct-2022,42,23,Sunday,True,FY23,Autumn,True
20221024,2022-10-24,2022,4,10,Oct,Oct-2022,43,24,Monday,False,FY23,Autumn,True
20221025,2022-10-25,2022,4,10,Oct,Oct-2022,43,25,Tuesday,False,FY23,Autumn,True
20221026,2022-10-26,2022,4,10,Oct,Oct-2022,43,26,Wednesday,False,FY23,Autumn,True
20221027,2022-10-27,2022,4,10,Oct,Oct-2022,43,27,Thursday,False,FY23,Autumn,True
20221028,2022-10-28,2022,4,10,Oct,Oct-2022,43,28,Friday,False,FY23,Autumn,False
20221029,2022-10-29,2022,4,10,Oct,Oct-2022,43,29,Saturday,True,FY23,Autumn,False
20221030,2022-10-30,2022,4,10,Oct,Oct-2022,43,30,Sunday,True,FY23,Autumn,False
20221031,2022-10-31,2022,4,10,Oct,Oct-2022,44,31,Monday,False,FY23,Autumn,False
20221101,2022-11-01,2022,4,11,Nov,Nov-2022,44,1,Tuesday,False,FY23,Winter,False
20221102,2022-11-02,2022,4,11,Nov,Nov-2022,44,2,Wednesday,False,FY23,Winter,False
20221103,2022-11-03,2022,4,11,Nov,Nov-2022,44,3,Thursday,False,FY23,Winter,False
20221104,2022-11-04,2022,4,11,Nov,Nov-2022,44,4,Friday,False,FY23,Winter,False
20221105,2022-11-05,2022,4,11,Nov,Nov-2022,44,5,Saturday,True,FY23,Winter,False
20221106,2022-11-06,2022,4,11,Nov,Nov-2022,44,6,Sunday,True,FY23,Winter,False
20221107,2022-11-07,2022,4,11,Nov,Nov-2022,45,7,Monday,False,FY23,Winter,False
20221108,2022-11-08,2022,4,11,Nov,Nov-2022,45,8,Tuesday,False,FY23,Winter,False
20221109,2022-11-09,2022,4,11,Nov,Nov-2022,45,9,Wednesday,False,FY23,Winter,False
20221110,2022-11-10,2022,4,11,Nov,Nov-2022,45,10,Thursday,False,FY23,Winter,False
20221111,2022-11-11,2022,4,11,Nov,Nov-2022,45,11,Friday,False,FY23,Winter,False
20221112,2022-11-12,2022,4,11,Nov,Nov-2022,45,12,Saturday,True,FY23,Winter,False
20221113,2022-11-13,2022,4,11,Nov,Nov-2022,45,13,Sunday,True,FY23,Winter,False
20221114,2022-11-14,2022,4,11,Nov,Nov-2022,46,14,Monday,False,FY23,Winter,False
20221115,2022-11-15,2022,4,11,Nov,Nov-2022,46,15,Tuesday,False,FY23,Winter,False
20221116,2022-11-16,2022,4,11,Nov,Nov-2022,46,16,Wednesday,False,FY23,Winter,False
20221117,2022-11-17,2022,4,11,Nov,Nov-2022,46,17,Thursday,False,FY23,Winter,False
20221118,2022-11-18,2022,4,11,Nov,Nov-2022,46,18,Friday,False,FY23,Winter,False
20221119,2022-11-19,2022,4,11,Nov,Nov-2022,46,19,Saturday,True,FY23,Winter,False
20221120,2022-11-20,2022,4,11,Nov,Nov-2022,46,20,Sunday,True,FY23,Winter,False
20221121,2022-11-21,2022,4,11,Nov,Nov-2022,47,21,Monday,False,FY23,Winter,False
20221122,2022-11-22,2022,4,11,Nov,Nov-2022,47,22,Tuesday,False,FY23,Winter,False
20221123,2022-11-23,2022,4,11,Nov,Nov-2022,47,23,Wednesday,False,FY23,Winter,False
20221124,2022-11-24,2022,4,11,Nov,Nov-2022,47,24,Thursday,False,FY23,Winter,False
20221125,2022-11-25,2022,4,11,Nov,Nov-2022,47,25,Friday,False,FY23,Winter,False
20221126,2022-11-26,2022,4,11,Nov,Nov-2022,47,26,Saturday,True,FY23,Winter,False
20221127,2022-11-27,2022,4,11,Nov,Nov-2022,47,27,Sunday,True,FY23,Winter,False
20221128,2022-11-28,2022,4,11,Nov,Nov-2022,48,28,Monday,False,FY23,Winter,False
20221129,2022-11-29,2022,4,11,Nov,Nov-2022,48,29,Tuesday,False,FY23,Winter,False
20221130,2022-11-30,2022,4,11,Nov,Nov-2022,48,30,Wednesday,False,FY23,Winter,False
20221201,2022-12-01,2022,4,12,Dec,Dec-2022,48,1,Thursday,False,FY23,Winter,False
20221202,2022-12-02,2022,4,12,Dec,Dec-2022,48,2,Friday,False,FY23,Winter,False
20221203,2022-12-03,2022,4,12,Dec,Dec-2022,48,3,Saturday,True,FY23,Winter,False
20221204,2022-12-04,2022,4,12,Dec,Dec-2022,48,4,Sunday,True,FY23,Winter,False
20221205,2022-12-05,2022,4,12,Dec,Dec-2022,49,5,Monday,False,FY23,Winter,False
20221206,2022-12-06,2022,4,12,Dec,Dec-2022,49,6,Tuesday,False,FY23,Winter,False
20221207,2022-12-07,2022,4,12,Dec,Dec-2022,49,7,Wednesday,False,FY23,Winter,False
20221208,2022-12-08,2022,4,12,Dec,Dec-2022,49,8,Thursday,False,FY23,Winter,False
20221209,2022-12-09,2022,4,12,Dec,Dec-2022,49,9,Friday,False,FY23,Winter,False
20221210,2022-12-10,2022,4,12,Dec,Dec-2022,49,10,Saturday,True,FY23,Winter,False
20221211,2022-12-11,2022,4,12,Dec,Dec-2022,49,11,Sunday,True,FY23,Winter,False
20221212,2022-12-12,2022,4,12,Dec,Dec-2022,50,12,Monday,False,FY23,Winter,False
20221213,2022-12-13,2022,4,12,Dec,Dec-2022,50,13,Tuesday,False,FY23,Winter,False
20221214,2022-12-14,2022,4,12,Dec,Dec-2022,50,14,Wednesday,False,FY23,Winter,False
20221215,2022-12-15,2022,4,12,Dec,Dec-2022,50,15,Thursday,False,FY23,Winter,False
20221216,2022-12-16,2022,4,12,Dec,Dec-2022,50,16,Friday,False,FY23,Winter,False
20221217,2022-12-17,2022,4,12,Dec,Dec-2022,50,17,Saturday,True,FY23,Winter,False
20221218,2022-12-18,2022,4,12,Dec,Dec-2022,50,18,Sunday,True,FY23,Winter,False
20221219,2022-12-19,2022,4,12,Dec,Dec-2022,51,19,Monday,False,FY23,Winter,False
20221220,2022-12-20,2022,4,12,Dec,Dec-2022,51,20,Tuesday,False,FY23,Winter,False
20221221,2022-12-21,2022,4,12,Dec,Dec-2022,51,21,Wednesday,False,FY23,Winter,False
20221222,2022-12-22,2022,4,12,Dec,Dec-2022,51,22,Thursday,False,FY23,Winter,False
20221223,2022-12-23,2022,4,12,Dec,Dec-2022,51,23,Friday,False,FY23,Winter,False
20221224,2022-12-24,2022,4,12,Dec,Dec-2022,51,24,Saturday,True,FY23,Winter,False
20221225,2022-12-25,2022,4,12,Dec,Dec-2022,51,25,Sunday,True,FY23,Winter,False
20221226,2022-12-26,2022,4,12,Dec,Dec-2022,52,26,Monday,False,FY23,Winter,False
20221227,2022-12-27,2022,4,12,Dec,Dec-2022,52,27,Tuesday,False,FY23,Winter,False
20221228,2022-12-28,2022,4,12,Dec,Dec-2022,52,28,Wednesday,False,FY23,Winter,False
20221229,2022-12-29,2022,4,12,Dec,Dec-2022,52,29,Thursday,False,FY23,Winter,False
20221230,2022-12-30,2022,4,12,Dec,Dec-2022,52,30,Friday,False,FY23,Winter,False
20221231,2022-12-31,2022,4,12,Dec,Dec-2022,52,31,Saturday,True,FY23,Winter,False
20230101,2023-01-01,2023,1,1,Jan,Jan-2023,52,1,Sunday,True,FY23,Winter,False
20230102,2023-01-02,2023,1,1,Jan,Jan-2023,1,2,Monday,False,FY23,Winter,False
20230103,2023-01-03,2023,1,1,Jan,Jan-2023,1,3,Tuesday,False,FY23,Winter,False
20230104,2023-01-04,2023,1,1,Jan,Jan-2023,1,4,Wednesday,False,FY23,Winter,False
20230105,2023-01-05,2023,1,1,Jan,Jan-2023,1,5,Thursday,False,FY23,Winter,False
20230106,2023-01-06,2023,1,1,Jan,Jan-2023,1,6,Friday,False,FY23,Winter,False
20230107,2023-01-07,2023,1,1,Jan,Jan-2023,1,7,Saturday,True,FY23,Winter,False
20230108,2023-01-08,2023,1,1,Jan,Jan-2023,1,8,Sunday,True,FY23,Winter,False
20230109,2023-01-09,2023,1,1,Jan,Jan-2023,2,9,Monday,False,FY23,Winter,False
20230110,2023-01-10,2023,1,1,Jan,Jan-2023,2,10,Tuesday,False,FY23,Winter,False
20230111,2023-01-11,2023,1,1,Jan,Jan-2023,2,11,Wednesday,False,FY23,Winter,False
20230112,2023-01-12,2023,1,1,Jan,Jan-2023,2,12,Thursday,False,FY23,Winter,False
20230113,2023-01-13,2023,1,1,Jan,Jan-2023,2,13,Friday,False,FY23,Winter,False
20230114,2023-01-14,2023,1,1,Jan,Jan-2023,2,14,Saturday,True,FY23,Winter,False
20230115,2023-01-15,2023,1,1,Jan,Jan-2023,2,15,Sunday,True,FY23,Winter,False
20230116,2023-01-16,2023,1,1,Jan,Jan-2023,3,16,Monday,False,FY23,Winter,False
20230117,2023-01-17,2023,1,1,Jan,Jan-2023,3,17,Tuesday,False,FY23,Winter,False
20230118,2023-01-18,2023,1,1,Jan,Jan-2023,3,18,Wednesday,False,FY23,Winter,False
20230119,2023-01-19,2023,1,1,Jan,Jan-2023,3,19,Thursday,False,FY23,Winter,False
20230120,2023-01-20,2023,1,1,Jan,Jan-2023,3,20,Friday,False,FY23,Winter,False
20230121,2023-01-21,2023,1,1,Jan,Jan-2023,3,21,Saturday,True,FY23,Winter,False
20230122,2023-01-22,2023,1,1,Jan,Jan-2023,3,22,Sunday,True,FY23,Winter,False
20230123,2023-01-23,2023,1,1,Jan,Jan-2023,4,23,Monday,False,FY23,Winter,False
20230124,2023-01-24,2023,1,1,Jan,Jan-2023,4,24,Tuesday,False,FY23,Winter,False
20230125,2023-01-25,2023,1,1,Jan,Jan-2023,4,25,Wednesday,False,FY23,Winter,False
20230126,2023-01-26,2023,1,1,Jan,Jan-2023,4,26,Thursday,False,FY23,Winter,False
20230127,2023-01-27,2023,1,1,Jan,Jan-2023,4,27,Friday,False,FY23,Winter,False
20230128,2023-01-28,2023,1,1,Jan,Jan-2023,4,28,Saturday,True,FY23,Winter,False
20230129,2023-01-29,2023,1,1,Jan,Jan-2023,4,29,Sunday,True,FY23,Winter,False
20230130,2023-01-30,2023,1,1,Jan,Jan-2023,5,30,Monday,False,FY23,Winter,False
20230131,2023-01-31,2023,1,1,Jan,Jan-2023,5,31,Tuesday,False,FY23,Winter,False
20230201,2023-02-01,2023,1,2,Feb,Feb-2023,5,1,Wednesday,False,FY23,Winter,False
20230202,2023-02-02,2023,1,2,Feb,Feb-2023,5,2,Thursday,False,FY23,Winter,False
20230203,2023-02-03,2023,1,2,Feb,Feb-2023,5,3,Friday,False,FY23,Winter,False
20230204,2023-02-04,2023,1,2,Feb,Feb-2023,5,4,Saturday,True,FY23,Winter,False
20230205,2023-02-05,2023,1,2,Feb,Feb-2023,5,5,Sunday,True,FY23,Winter,False
20230206,2023-02-06,2023,1,2,Feb,Feb-2023,6,6,Monday,False,FY23,Winter,False
20230207,2023-02-07,2023,1,2,Feb,Feb-2023,6,7,Tuesday,False,FY23,Winter,False
20230208,2023-02-08,2023,1,2,Feb,Feb-2023,6,8,Wednesday,False,FY23,Winter,False
20230209,2023-02-09,2023,1,2,Feb,Feb-2023,6,9,Thursday,False,FY23,Winter,False
20230210,2023-02-10,2023,1,2,Feb,Feb-2023,6,10,Friday,False,FY23,Winter,False
20230211,2023-02-11,2023,1,2,Feb,Feb-2023,6,11,Saturday,True,FY23,Winter,False
20230212,2023-02-12,2023,1,2,Feb,Feb-2023,6,12,Sunday,True,FY23,Winter,False
20230213,2023-02-13,2023,1,2,Feb,Feb-2023,7,13,Monday,False,FY23,Winter,False
20230214,2023-02-14,2023,1,2,Feb,Feb-2023,7,14,Tuesday,False,FY23,Winter,False
20230215,2023-02-15,2023,1,2,Feb,Feb-2023,7,15,Wednesday,False,FY23,Winter,False
20230216,2023-02-16,2023,1,2,Feb,Feb-2023,7,16,Thursday,False,FY23,Winter,False
20230217,2023-02-17,2023,1,2,Feb,Feb-2023,7,17,Friday,False,FY23,Winter,False
20230218,2023-02-18,2023,1,2,Feb,Feb-2023,7,18,Saturday,True,FY23,Winter,False
20230219,2023-02-19,2023,1,2,Feb,Feb-2023,7,19,Sunday,True,FY23,Winter,False
20230220,2023-02-20,2023,1,2,Feb,Feb-2023,8,20,Monday,False,FY23,Winter,False
20230221,2023-02-21,2023,1,2,Feb,Feb-2023,8,21,Tuesday,False,FY23,Winter,False
20230222,2023-02-22,2023,1,2,Feb,Feb-2023,8,22,Wednesday,False,FY23,Winter,False
20230223,2023-02-23,2023,1,2,Feb,Feb-2023,8,23,Thursday,False,FY23,Winter,False
20230224,2023-02-24,2023,1,2,Feb,Feb-2023,8,24,Friday,False,FY23,Winter,False
20230225,2023-02-25,2023,1,2,Feb,Feb-2023,8,25,Saturday,True,FY23,Winter,False
20230226,2023-02-26,2023,1,2,Feb,Feb-2023,8,26,Sunday,True,FY23,Winter,False
20230227,2023-02-27,2023,1,2,Feb,Feb-2023,9,27,Monday,False,FY23,Winter,False
20230228,2023-02-28,2023,1,2,Feb,Feb-2023,9,28,Tuesday,False,FY23,Winter,False
20230301,2023-03-01,2023,1,3,Mar,Mar-2023,9,1,Wednesday,False,FY23,Summer,False
20230302,2023-03-02,2023,1,3,Mar,Mar-2023,9,2,Thursday,False,FY23,Summer,False
20230303,2023-03-03,2023,1,3,Mar,Mar-2023,9,3,Friday,False,FY23,Summer,False
20230304,2023-03-04,2023,1,3,Mar,Mar-2023,9,4,Saturday,True,FY23,Summer,False
20230305,2023-03-05,2023,1,3,Mar,Mar-2023,9,5,Sunday,True,FY23,Summer,False
20230306,2023-03-06,2023,1,3,Mar,Mar-2023,10,6,Monday,False,FY23,Summer,False
20230307,2023-03-07,2023,1,3,Mar,Mar-2023,10,7,Tuesday,False,FY23,Summer,False
20230308,2023-03-08,2023,1,3,Mar,Mar-2023,10,8,Wednesday,False,FY23,Summer,False
20230309,2023-03-09,2023,1,3,Mar,Mar-2023,10,9,Thursday,False,FY23,Summer,False
20230310,2023-03-10,2023,1,3,Mar,Mar-2023,10,10,Friday,False,FY23,Summer,False
20230311,2023-03-11,2023,1,3,Mar,Mar-2023,10,11,Saturday,True,FY23,Summer,False
20230312,2023-03-12,2023,1,3,Mar,Mar-2023,10,12,Sunday,True,FY23,Summer,False
20230313,2023-03-13,2023,1,3,Mar,Mar-2023,11,13,Monday,False,FY23,Summer,False
20230314,2023-03-14,2023,1,3,Mar,Mar-2023,11,14,Tuesday,False,FY23,Summer,False
20230315,2023-03-15,2023,1,3,Mar,Mar-2023,11,15,Wednesday,False,FY23,Summer,False
20230316,2023-03-16,2023,1,3,Mar,Mar-2023,11,16,Thursday,False,FY23,Summer,False
20230317,2023-03-17,2023,1,3,Mar,Mar-2023,11,17,Friday,False,FY23,Summer,False
20230318,2023-03-18,2023,1,3,Mar,Mar-2023,11,18,Saturday,True,FY23,Summer,False
20230319,2023-03-19,2023,1,3,Mar,Mar-2023,11,19,Sunday,True,FY23,Summer,False
20230320,2023-03-20,2023,1,3,Mar,Mar-2023,12,20,Monday,False,FY23,Summer,False
20230321,2023-03-21,2023,1,3,Mar,Mar-2023,12,21,Tuesday,False,FY23,Summer,False
20230322,2023-03-22,2023,1,3,Mar,Mar-2023,12,22,Wednesday,False,FY23,Summer,False
20230323,2023-03-23,2023,1,3,Mar,Mar-2023,12,23,Thursday,False,FY23,Summer,False
20230324,2023-03-24,2023,1,3,Mar,Mar-2023,12,24,Friday,False,FY23,Summer,False
20230325,2023-03-25,2023,1,3,Mar,Mar-2023,12,25,Saturday,True,FY23,Summer,False
20230326,2023-03-26,2023,1,3,Mar,Mar-2023,12,26,Sunday,True,FY23,Summer,False
20230327,2023-03-27,2023,1,3,Mar,Mar-2023,13,27,Monday,False,FY23,Summer,False
20230328,2023-03-28,2023,1,3,Mar,Mar-2023,13,28,Tuesday,False,FY23,Summer,False
20230329,2023-03-29,2023,1,3,Mar,Mar-2023,13,29,Wednesday,False,FY23,Summer,False
20230330,2023-03-30,2023,1,3,Mar,Mar-2023,13,30,Thursday,False,FY23,Summer,False
20230331,2023-03-31,2023,1,3,Mar,Mar-2023,13,31,Friday,False,FY23,Summer,False
20230401,2023-04-01,2023,2,4,Apr,Apr-2023,13,1,Saturday,True,FY24,Summer,False
20230402,2023-04-02,2023,2,4,Apr,Apr-2023,13,2,Sunday,True,FY24,Summer,False
20230403,2023-04-03,2023,2,4,Apr,Apr-2023,14,3,Monday,False,FY24,Summer,False
20230404,2023-04-04,2023,2,4,Apr,Apr-2023,14,4,Tuesday,False,FY24,Summer,False
20230405,2023-04-05,2023,2,4,Apr,Apr-2023,14,5,Wednesday,False,FY24,Summer,False
20230406,2023-04-06,2023,2,4,Apr,Apr-2023,14,6,Thursday,False,FY24,Summer,False
20230407,2023-04-07,2023,2,4,Apr,Apr-2023,14,7,Friday,False,FY24,Summer,False
20230408,2023-04-08,2023,2,4,Apr,Apr-2023,14,8,Saturday,True,FY24,Summer,False
20230409,2023-04-09,2023,2,4,Apr,Apr-2023,14,9,Sunday,True,FY24,Summer,False
20230410,2023-04-10,2023,2,4,Apr,Apr-2023,15,10,Monday,False,FY24,Summer,False
20230411,2023-04-11,2023,2,4,Apr,Apr-2023,15,11,Tuesday,False,FY24,Summer,False
20230412,2023-04-12,2023,2,4,Apr,Apr-2023,15,12,Wednesday,False,FY24,Summer,False
20230413,2023-04-13,2023,2,4,Apr,Apr-2023,15,13,Thursday,False,FY24,Summer,False
20230414,2023-04-14,2023,2,4,Apr,Apr-2023,15,14,Friday,False,FY24,Summer,False
20230415,2023-04-15,2023,2,4,Apr,Apr-2023,15,15,Saturday,True,FY24,Summer,False
20230416,2023-04-16,2023,2,4,Apr,Apr-2023,15,16,Sunday,True,FY24,Summer,False
20230417,2023-04-17,2023,2,4,Apr,Apr-2023,16,17,Monday,False,FY24,Summer,False
20230418,2023-04-18,2023,2,4,Apr,Apr-2023,16,18,Tuesday,False,FY24,Summer,False
20230419,2023-04-19,2023,2,4,Apr,Apr-2023,16,19,Wednesday,False,FY24,Summer,False
20230420,2023-04-20,2023,2,4,Apr,Apr-2023,16,20,Thursday,False,FY24,Summer,False
20230421,2023-04-21,2023,2,4,Apr,Apr-2023,16,21,Friday,False,FY24,Summer,False
20230422,2023-04-22,2023,2,4,Apr,Apr-2023,16,22,Saturday,True,FY24,Summer,False
20230423,2023-04-23,2023,2,4,Apr,Apr-2023,16,23,Sunday,True,FY24,Summer,False
20230424,2023-04-24,2023,2,4,Apr,Apr-2023,17,24,Monday,False,FY24,Summer,False
20230425,2023-04-25,2023,2,4,Apr,Apr-2023,17,25,Tuesday,False,FY24,Summer,False
20230426,2023-04-26,2023,2,4,Apr,Apr-2023,17,26,Wednesday,False,FY24,Summer,False
20230427,2023-04-27,2023,2,4,Apr,Apr-2023,17,27,Thursday,False,FY24,Summer,False
20230428,2023-04-28,2023,2,4,Apr,Apr-2023,17,28,Friday,False,FY24,Summer,False
20230429,2023-04-29,2023,2,4,Apr,Apr-2023,17,29,Saturday,True,FY24,Summer,False
20230430,2023-04-30,2023,2,4,Apr,Apr-2023,17,30,Sunday,True,FY24,Summer,False
20230501,2023-05-01,2023,2,5,May,May-2023,18,1,Monday,False,FY24,Summer,False
20230502,2023-05-02,2023,2,5,May,May-2023,18,2,Tuesday,False,FY24,Summer,False
20230503,2023-05-03,2023,2,5,May,May-2023,18,3,Wednesday,False,FY24,Summer,False
20230504,2023-05-04,2023,2,5,May,May-2023,18,4,Thursday,False,FY24,Summer,False
20230505,2023-05-05,2023,2,5,May,May-2023,18,5,Friday,False,FY24,Summer,False
20230506,2023-05-06,2023,2,5,May,May-2023,18,6,Saturday,True,FY24,Summer,False
20230507,2023-05-07,2023,2,5,May,May-2023,18,7,Sunday,True,FY24,Summer,False
20230508,2023-05-08,2023,2,5,May,May-2023,19,8,Monday,False,FY24,Summer,False
20230509,2023-05-09,2023,2,5,May,May-2023,19,9,Tuesday,False,FY24,Summer,False
20230510,2023-05-10,2023,2,5,May,May-2023,19,10,Wednesday,False,FY24,Summer,False
20230511,2023-05-11,2023,2,5,May,May-2023,19,11,Thursday,False,FY24,Summer,False
20230512,2023-05-12,2023,2,5,May,May-2023,19,12,Friday,False,FY24,Summer,False
20230513,2023-05-13,2023,2,5,May,May-2023,19,13,Saturday,True,FY24,Summer,False
20230514,2023-05-14,2023,2,5,May,May-2023,19,14,Sunday,True,FY24,Summer,False
20230515,2023-05-15,2023,2,5,May,May-2023,20,15,Monday,False,FY24,Summer,False
20230516,2023-05-16,2023,2,5,May,May-2023,20,16,Tuesday,False,FY24,Summer,False
20230517,2023-05-17,2023,2,5,May,May-2023,20,17,Wednesday,False,FY24,Summer,False
20230518,2023-05-18,2023,2,5,May,May-2023,20,18,Thursday,False,FY24,Summer,False
20230519,2023-05-19,2023,2,5,May,May-2023,20,19,Friday,False,FY24,Summer,False
20230520,2023-05-20,2023,2,5,May,May-2023,20,20,Saturday,True,FY24,Summer,False
20230521,2023-05-21,2023,2,5,May,May-2023,20,21,Sunday,True,FY24,Summer,False
20230522,2023-05-22,2023,2,5,May,May-2023,21,22,Monday,False,FY24,Summer,False
20230523,2023-05-23,2023,2,5,May,May-2023,21,23,Tuesday,False,FY24,Summer,False
20230524,2023-05-24,2023,2,5,May,May-2023,21,24,Wednesday,False,FY24,Summer,False
20230525,2023-05-25,2023,2,5,May,May-2023,21,25,Thursday,False,FY24,Summer,False
20230526,2023-05-26,2023,2,5,May,May-2023,21,26,Friday,False,FY24,Summer,False
20230527,2023-05-27,2023,2,5,May,May-2023,21,27,Saturday,True,FY24,Summer,False
20230528,2023-05-28,2023,2,5,May,May-2023,21,28,Sunday,True,FY24,Summer,False
20230529,2023-05-29,2023,2,5,May,May-2023,22,29,Monday,False,FY24,Summer,False
20230530,2023-05-30,2023,2,5,May,May-2023,22,30,Tuesday,False,FY24,Summer,False
20230531,2023-05-31,2023,2,5,May,May-2023,22,31,Wednesday,False,FY24,Summer,False
20230601,2023-06-01,2023,2,6,Jun,Jun-2023,22,1,Thursday,False,FY24,Monsoon,False
20230602,2023-06-02,2023,2,6,Jun,Jun-2023,22,2,Friday,False,FY24,Monsoon,False
20230603,2023-06-03,2023,2,6,Jun,Jun-2023,22,3,Saturday,True,FY24,Monsoon,False
20230604,2023-06-04,2023,2,6,Jun,Jun-2023,22,4,Sunday,True,FY24,Monsoon,False
20230605,2023-06-05,2023,2,6,Jun,Jun-2023,23,5,Monday,False,FY24,Monsoon,False
20230606,2023-06-06,2023,2,6,Jun,Jun-2023,23,6,Tuesday,False,FY24,Monsoon,False
20230607,2023-06-07,2023,2,6,Jun,Jun-2023,23,7,Wednesday,False,FY24,Monsoon,False
20230608,2023-06-08,2023,2,6,Jun,Jun-2023,23,8,Thursday,False,FY24,Monsoon,False
20230609,2023-06-09,2023,2,6,Jun,Jun-2023,23,9,Friday,False,FY24,Monsoon,False
20230610,2023-06-10,2023,2,6,Jun,Jun-2023,23,10,Saturday,True,FY24,Monsoon,False
20230611,2023-06-11,2023,2,6,Jun,Jun-2023,23,11,Sunday,True,FY24,Monsoon,False
20230612,2023-06-12,2023,2,6,Jun,Jun-2023,24,12,Monday,False,FY24,Monsoon,False
20230613,2023-06-13,2023,2,6,Jun,Jun-2023,24,13,Tuesday,False,FY24,Monsoon,False
20230614,2023-06-14,2023,2,6,Jun,Jun-2023,24,14,Wednesday,False,FY24,Monsoon,False
20230615,2023-06-15,2023,2,6,Jun,Jun-2023,24,15,Thursday,False,FY24,Monsoon,False
20230616,2023-06-16,2023,2,6,Jun,Jun-2023,24,16,Friday,False,FY24,Monsoon,False
20230617,2023-06-17,2023,2,6,Jun,Jun-2023,24,17,Saturday,True,FY24,Monsoon,False
20230618,2023-06-18,2023,2,6,Jun,Jun-2023,24,18,Sunday,True,FY24,Monsoon,False
20230619,2023-06-19,2023,2,6,Jun,Jun-2023,25,19,Monday,False,FY24,Monsoon,False
20230620,2023-06-20,2023,2,6,Jun,Jun-2023,25,20,Tuesday,False,FY24,Monsoon,False
20230621,2023-06-21,2023,2,6,Jun,Jun-2023,25,21,Wednesday,False,FY24,Monsoon,False
20230622,2023-06-22,2023,2,6,Jun,Jun-2023,25,22,Thursday,False,FY24,Monsoon,False
20230623,2023-06-23,2023,2,6,Jun,Jun-2023,25,23,Friday,False,FY24,Monsoon,False
20230624,2023-06-24,2023,2,6,Jun,Jun-2023,25,24,Saturday,True,FY24,Monsoon,False
20230625,2023-06-25,2023,2,6,Jun,Jun-2023,25,25,Sunday,True,FY24,Monsoon,False
20230626,2023-06-26,2023,2,6,Jun,Jun-2023,26,26,Monday,False,FY24,Monsoon,False
20230627,2023-06-27,2023,2,6,Jun,Jun-2023,26,27,Tuesday,False,FY24,Monsoon,False
20230628,2023-06-28,2023,2,6,Jun,Jun-2023,26,28,Wednesday,False,FY24,Monsoon,False
